@RELATION emotion_valence
@ATTRIBUTE rough_mean1 NUMERIC
@ATTRIBUTE rough_mean2 NUMERIC
@ATTRIBUTE rough_mean3 NUMERIC
@ATTRIBUTE rough_std NUMERIC
@ATTRIBUTE fluct_max NUMERIC
@ATTRIBUTE fluct_mean NUMERIC
@ATTRIBUTE key_mean NUMERIC
@ATTRIBUTE modality NUMERIC
@ATTRIBUTE sp_nov_mean NUMERIC
@ATTRIBUTE hcdf_mean NUMERIC
@ATTRIBUTE valence {-1, 1}

@DATA
35184930.7854,53173318.0775,17168298.0848,24524589.7857,863.2384,319.7548,7.9077,0.0045943,0.073653,1.0257,1
23017883.3963,34651567.6255,11356320.3243,17435561.8165,762.6098,335.6655,6.8407,0.0081384,0.084339,0.95077,1
4491634.3987,7764744.4492,1209450.9048,5383696.8102,2420.9071,784.67,5.4195,-0.03445,0.072325,0.99625,-1
8406390.1854,13539734.3918,3257482.0516,7173244.9849,1304.0659,515.3034,6.8291,-0.064996,0.093773,0.92413,-1
9704641.6517,16548017.3002,2841482.1575,11005591.3087,1509.262,323.1736,4.4561,-0.043239,0.060362,0.98431,1
30334457.0066,45275099.3307,15358453.0995,22060743.0125,1094.2246,373.5335,6.1003,-0.048498,0.081795,1.0061,1
24322189.4347,37004200.732,11602707.3711,17846921.4451,1189.1031,441.9406,6.2201,-0.012456,0.11957,1.0507,1
29481622.1809,43347334.4481,15588290.7015,18416565.6466,1065.0117,449.3456,7.1931,-0.029548,0.096032,1.0894,1
4616220.9784,9024036.4452,190293.9829,9170467.7879,857.785,289.9438,7.1303,-0.068005,0.066071,0.75598,-1
12162404.4941,22600897.3276,1662587.2137,16947620.575,2082.3953,510.4069,7.1213,0.011512,0.1112,1.069,1
14086461.9225,24527868.8593,3600126.0172,16082391.6815,1487.4912,470.0095,6.8368,-0.033679,0.12839,1.0386,-1
10808792.4175,17951053.238,3650602.1258,10274864.9494,683.1524,307.6959,6.2607,0.024866,0.098579,1.095,1
15352535.0931,25764536.3461,4913380.6059,14986697.2606,940.8283,327.6918,6.0053,0.031831,0.068044,1.158,1
17103094.9265,27639405.4399,6541962.1413,14175201.4494,907.6174,357.403,6.0063,-0.010178,0.070525,1.2194,1
10975806.1865,16932176.6657,5006302.5429,8792440.8714,913.1718,301.4338,7.2957,0.006084,0.042029,0.98258,-1
13591702.4845,21337013.4318,5831341.398,10955461.3182,890.0027,330.3823,6.1142,-0.0090388,0.1171,1.0388,-1
6582159.8327,11917042.041,1230238.6796,8730099.7457,1919.6245,540.1548,7.4401,-0.0060404,0.14025,0.61866,1
11460076.2454,20653381.1479,2237433.208,14843202.0463,905.776,326.3667,7.5599,-0.012979,0.081336,0.84216,1
17603853.124,30655281.2367,4518145.0456,18244670.5565,1845.704,300.2212,6.1754,-0.025544,0.030116,0.97449,1
18662700.0586,29773729.3887,7518949.3284,15633366.7583,1020.7534,362.7488,7.7649,-0.040572,0.11144,1.0493,1
22968955.8316,37060931.7358,8829379.1567,21438368.9424,1352.349,551.5509,7.1826,-0.028494,0.060671,1.2008,1
18981476.8957,29050854.2851,8890272.3627,13895279.9809,992.9041,360.8815,5.8289,-0.0088262,0.06108,1.0775,1
8954432.6509,15190344.1034,2694508.7093,10128564.3697,1083.1366,440.1515,6.9691,0.041486,0.1066,0.9432,1
11575248.7422,20264317.2095,2849285.619,13542520.7488,1109.8223,399.0346,7.0323,-0.0089245,0.12222,0.94511,-1
12087251.0152,20968566.7723,3171035.3933,13669727.9336,1114.3118,402.0301,5.8853,0.053206,0.090253,0.9629,1
21019233.0326,31888618.6101,10141240.4355,14391033.3515,1023.0925,338.4228,6.7493,0.021636,0.07315,0.91502,1
8116718.5269,15794856.2055,397707.4353,16770311.4588,1989.3666,391.2702,6.4075,-0.014635,0.12197,0.75683,1
17461277.3698,26016353.5871,8897945.84,11848718.7907,609.7166,282.7245,6.6366,0.012063,0.1068,0.80547,1
4201261.9857,7565389.0469,828395.1843,5693285.9573,973.7916,242.3131,6.0476,-0.061574,0.031865,0.44168,-1
10969975.5556,16986413.5451,4945345.2295,9392532.8263,771.7674,299.3606,6.1905,0.029383,0.072711,0.97277,-1
5037142.1897,8826291.1935,1237661.2847,7763429.4405,972.8465,309.1744,6.8922,-0.023194,0.052785,0.98172,-1
18218325.7291,30755033.7168,5656260.0104,17981274.6429,721.1696,276.9862,5.7494,0.006886,0.07277,1.0115,1
12155510.0937,18962806.3343,5329289.6803,11855924.6818,1019.7939,353.238,6.3835,0.00096187,0.04088,1.0083,1
12201021.4137,21928993.5549,2433678.4176,31759811.247,995.3897,373.7808,5.408,-0.058473,0.083391,0.84548,-1
14465589.9173,24475918.5307,4414982.2925,16390613.0419,1420.1925,360.5269,5.7257,0.02365,0.083474,1.057,1
12268625.7068,20144554.5163,4368671.6844,11934198.2287,1151.5374,286.2565,6.2481,0.031079,0.051744,0.97245,1
11872868.2864,21872114.4218,1823732.524,15478701.9787,1466.9758,480.8813,6.8539,0.046205,0.078807,0.81152,1
22095090.0807,34511110.3669,9642863.9868,17578801.691,1193.0963,424.5894,6.9032,0.0048666,0.066593,1.0233,1
20460844.1846,36731354.4539,4118750.1435,22401274.6207,1260.963,426.9067,7.8174,0.018773,0.13052,1.11,1
10199981.9647,17509515.152,2871733.4584,10273105.3571,1144.311,352.7191,7.8294,-0.011375,0.093833,0.83654,-1
26717840.0396,45917435.2499,7453545.6947,38732241.5932,1056.9247,303.7868,6.7827,0.036495,0.059958,0.97132,1
9216769.1658,16430764.943,1965522.3529,12823531.5521,1424.8013,462.2998,7.364,-0.02022,0.10296,0.98051,1
8110522.4866,13808752.8961,2396924.0697,8572783.7679,1220.7361,347.1821,5.5487,-0.0071604,0.060955,0.94148,1
12859589.9327,20879181.3709,4811564.091,10823745.2454,1344.3472,501.7223,6.5525,0.023445,0.08074,0.86211,1
7842017.104,14108466.4109,1553967.3914,10549162.2579,874.7672,298.2407,6.6892,-0.012758,0.069796,0.94501,1
16101742.8626,27106869.4923,5054751.5555,14527130.0154,1149.9878,528.0882,6.8593,-0.013485,0.080671,1.0541,1
10997578.7846,17827086.3405,4147266.2325,11510656.5623,931.9299,360.8683,7.5819,-0.0094354,0.090345,1.0521,1
4898576.8254,8875331.4815,908864.5972,8733242.2731,697.2428,259.432,7.1404,0.03009,0.045617,0.70356,-1
9355737.5955,17422424.3754,1263854.9901,12455567.7079,681.9914,264.6105,5.2479,-0.047899,0.055652,0.80632,-1
7760622.8901,12424238.8043,3081369.4517,6819660.7412,864.666,351.334,4.5341,-0.029044,0.080956,0.674,-1
12611659.8515,20215173.4475,4989830.2566,11045866.1034,1023.9365,391.0351,6.3333,0.040845,0.085152,0.87644,-1
14290557.2783,24295239.822,4258434.2755,18999269.5861,1103.5282,349.9055,7.6458,-0.032833,0.03586,0.84471,-1
32161005.1816,51102145.4077,13170623.9972,29083704.6759,991.5911,387.2911,6.9967,0.0047225,0.092829,0.98648,1
15806019.8572,25756292.5227,5831447.5023,14036559.2809,1030.734,422.4671,7.491,-0.0026637,0.091406,0.89348,-1
17564742.2959,29372604.7419,5699737.6757,16590072.4817,1103.4073,492.3536,8.2603,-0.033994,0.1265,0.89447,1
22230255.4936,35058935.4714,9375434.3475,16722593.7394,1219.1535,432.0782,6.6409,-0.038161,0.12302,0.9561,1
19564309.2899,30537767.8918,8563084.7253,15693000.7181,1010.3125,345.2983,6.9906,-0.039503,0.07052,0.864,1
9635938.3169,15868069.5396,3388131.6185,9316340.6411,1054.6946,298.3208,8.0927,-0.019156,0.11168,1.0164,-1
8054006.3925,14404696.6159,1680343.4487,11263127.9379,1402.4498,403.0248,7.0282,-0.0069826,0.092708,1.091,1
11046883.0117,19489929.775,2560367.1244,14467703.8699,1367.8904,456.7975,7.5985,0.018612,0.091526,0.82522,1
20614218.598,32097522.2498,9094759.8175,16431587.3954,1124.2092,414.859,7.3548,-0.026174,0.064965,0.7867,-1
22818079.8835,37620339.1841,7996607.5513,18821486.7596,1305.4259,339.9952,5.7168,0.035427,0.11424,0.75253,1
25608410.4292,40832329.9191,10325881.1253,21333847.6955,1359.9406,461.7433,6.7615,0.027272,0.10879,1.0823,1
3248918.786,5914527.9337,568955.8975,4082642.0165,1740.2423,480.1171,6.6234,-0.0074442,0.051642,0.75071,-1
5295350.7617,10084827.1024,469801.8052,15693845.0746,1599.8031,435.6781,7.6736,-0.00066232,0.14949,0.88153,-1
9516470.4048,15963559.3673,3049077.7315,10034550.4417,1078.9302,329.7598,6.8584,0.0081789,0.10152,0.91402,-1
6925715.0566,12185742.3645,1645611.069,12140090.6807,887.0259,264.1264,8.1715,-0.024899,0.056408,0.93476,-1
7795432.11,13879705.9008,1688262.1745,8562264.3994,2670.3083,1047.1072,8.7954,-0.014471,0.087967,0.73085,-1
7676202.4551,12849002.943,2485333.0848,8749529.6593,1132.8295,384.2337,6.0134,-0.042732,0.071576,0.89398,1
7256278.9575,12677418.5486,1804510.8219,10482594.0022,2151.536,519.8349,5.7671,-0.029199,0.078832,0.86441,1
17263809.8358,27864110.625,6632480.3703,17104865.1092,1197.5108,387.6436,7.5217,0.012631,0.066056,0.97247,1
16438754.7554,23983555.894,8879545.1679,10812433.0176,987.4756,350.183,9.1411,0.0081446,0.046861,0.86581,-1
15761215.5141,26931574.1569,4532002.2228,17607257.2872,1456.7324,521.6335,7.0457,0.0024443,0.11884,1.0376,-1
21703327.0512,34357951.7799,9027969.9464,17275758.2062,1079.7332,356.5042,7.3482,0.0063837,0.069906,1.0338,1
12137431.2471,19347885.7524,4895287.1814,10306126.3374,1770.1519,500.165,6.4247,0.0046935,0.12054,0.89569,1
5605751.5623,10316971.2928,870411.0161,8397232.0163,2586.1471,448.8913,7.4552,-0.010086,0.066482,1.0882,1
7215794.6427,12592151.7462,1820957.1949,8855767.2368,2368.9201,372.4231,6.8171,-0.021892,0.083801,1.2731,1
12317895.8117,19421673.5303,5201655.5988,9840235.5173,807.1035,337.389,6.8245,-0.011298,0.092399,1.1082,1
54256231.1228,78624585.9966,29868008.8636,30888870.615,631.4932,276.4816,6.2356,0.0037136,0.057378,1.1473,1
20004769.9354,31373403.9102,8613478.5086,15811552.0577,1063.136,316.5132,6.3034,0.05098,0.052842,1.1225,1
22163533.5754,33120727.0338,11176986.2044,14427144.9683,1245.7375,558.8936,6.7286,0.0072913,0.12159,1.0647,1
23499995.6241,33752090.3066,13223690.3336,13507626.8831,895.2091,408.5683,6.7778,0.05382,0.10369,1.0739,1
15971815.1216,26146321.2878,5775354.8497,14341740.4102,1244.8947,364.5243,7.6574,-0.041955,0.061971,0.92571,-1
15116257.7013,25650292.567,4561592.3604,14411402.7585,942.7393,336.4501,7.8206,-0.025509,0.087447,1.0725,-1
14142764.8941,22798153.3518,5458076.8452,14426608.444,841.358,332.2059,6.9233,0.017382,0.054567,0.77494,1
10040005.1967,16424119.2506,3634468.0916,8797335.3982,1173.2177,482.674,8.0653,0.012237,0.13555,0.79544,-1
17267124.9574,27165679.2627,7345633.621,14115023.4493,960.8827,308.2382,7.3315,0.022182,0.084204,1.0286,1
11911854.989,21559264.1424,2230190.2535,15629441.6547,2278.5267,836.9834,7.174,0.01871,0.11008,1.0357,1
32631575.9858,62047918.2963,3040099.464,47950486.5516,1010.2577,459.5318,6.3745,-0.068484,0.061852,0.9709,-1
21441672.3987,34200957.3106,8669863.8834,17562771.4285,2402.7132,964.5165,7.0067,0.013543,0.078795,1.0917,1
17808725.0899,28616877.5261,6971198.5207,16169941.6923,862.7398,384.6626,4.8997,0.0089075,0.075391,1.1593,1
21208801.2286,34142371.7357,8250209.3894,17778473.5256,1086.4068,311.7362,5.5263,0.0037212,0.10064,1.1996,1
25765381.8744,42425275.9948,9064684.7794,25511806.8608,912.0288,328.205,5.7546,0.00078436,0.084683,1.0413,1
5086032.6642,9191166.6587,960440.7232,6857638.6878,952.3411,362.9361,6.509,-0.067252,0.074102,0.91868,-1
6954217.6384,11826153.2711,2059913.5567,8166485.3225,1390.8815,402.4125,4.7921,-0.015932,0.078407,0.84365,-1
7652021.7259,13341076.2659,1927105.7947,9949755.9182,2005.4117,576.9067,7.2764,-0.049716,0.074381,0.88283,-1
13190179.6147,21660197.4851,4699543.9105,12023577.7092,1094.2257,388.1589,6.8696,-0.020658,0.086026,0.98832,-1
8486922.4026,14227548.2691,2731697.6257,9407169.9656,1109.6977,389.1956,7.3009,-0.028206,0.13792,1.065,1
18790221.3986,29655978.0219,7899478.706,16433252.0478,818.4489,343.6983,5.7404,-0.021081,0.078769,0.95596,1
25719673.2274,38505968.5095,12909263.6971,18320106.4597,944.5889,387.3516,5.5184,-0.025066,0.11749,0.93232,1
15431629.2467,24983525.0637,5848324.5185,13314214.627,1853.4978,430.6323,7.6631,-0.016511,0.053196,0.95405,1
17229067.0678,26983470.8881,7449067.0322,13993362.8484,1435.9504,348.3879,8.2271,-0.032765,0.036935,0.91812,1
16626123.3026,24451921.1535,8777803.9759,9965186.8107,1197.8463,553.8029,6.9296,-0.0063457,0.11912,1.0125,1
25258018.6678,38793433.24,11700568.9744,18126279.4974,1148.8219,318.8209,8.0369,0.011447,0.085459,0.92171,1
13564938.9375,21488302.7903,5611591.6937,10404804.3355,1735.3618,522.0906,9.0101,0.010347,0.067232,0.86109,1
14969235.7426,24432952.0208,5457513.4895,14406127.7807,1598.8931,443.1163,10.2929,-0.073961,0.06038,0.74478,-1
12056592.971,18850070.907,5242170.2782,12944859.5267,1238.1168,495.327,7.2259,0.0080675,0.068845,0.95505,1
23193454.5843,34308439.5085,12060374.9218,18172030.3632,879.6103,308.854,7.4712,0.0085925,0.014472,0.98576,1
4463776.8746,8293272.289,606869.3824,10053926.308,1624.3857,500.2399,6.2146,0.0065559,0.10172,0.87103,1
8646599.5523,15159162.303,2109023.3398,10560279.9385,1336.3024,417.1558,5.3243,0.0098627,0.06455,0.79329,-1
15874632.6063,26555907.0619,5152938.5777,14185261.9431,2343.0267,575.961,4.9799,0.036075,0.12355,0.88777,1
33327031.3255,48387856.3709,18234078.9523,22199442.3764,1160.7038,496.8574,6.9041,0.025218,0.091215,1.034,1
38398144.8209,57732921.2215,19014008.3229,26433767.7784,1291.1235,496.8396,6.3216,0.013675,0.092962,1.0715,1
25818942.5321,48476768.8159,3072114.9488,40597104.6742,1781.3885,372.7119,6.8428,-0.041116,0.046442,0.94906,1
27775632.1993,46306079.1519,9186618.6036,30108391.0796,1088.3763,413.031,6.1538,-0.019479,0.069528,1.046,1
40619485.5712,68010771.7824,13167314.9939,34732835.5503,839.7831,309.6616,6.7419,-0.026875,0.085611,1.0404,1
33018959.184,49634388.1243,16366856.3958,21260341.8514,1490.0831,560.3229,5.3317,-0.01877,0.13261,1.1916,1
4297372.8705,7477256.2166,1107031.8252,5983254.5973,1015.9058,369.6198,7.2448,-0.0073166,0.091212,0.8901,-1
3081350.3368,5636412.3022,516218.031,4651269.3491,1975.3111,368.983,7.2508,0.015556,0.038783,1.0711,1
17485755.6717,24780884.5973,10179859.3802,9553947.2039,790.1007,342.7463,5.5284,-0.0048408,0.083886,0.81159,-1
22856666.5772,31358185.1316,14354048.0911,10851450.4761,843.2272,337.6431,6.5184,-0.023021,0.037377,0.86669,-1
20727740.6015,34942603.949,6463335.6602,19306071.5417,1515.3147,498.8541,7.5816,-0.003452,0.077953,0.90519,1
27766915.8893,47399951.6599,8060726.9122,27949714.1933,1394.4657,466.5498,6.4208,0.010964,0.087476,0.9523,1
26252364.6017,44796286.2306,7604224.5091,32985626.1363,1686.4265,559.1714,6.8174,0.042909,0.10123,0.90427,1
14762727.8695,24991211.923,4477084.2996,15151456.2551,1347.3926,578.295,7.8794,-0.060584,0.088998,1.0888,-1
13963417.9535,23041963.778,4845113.901,18232838.3344,1273.1034,470.9432,8.1853,-0.030507,0.071465,1.0489,1
20491768.4197,34546841.5868,6394091.9672,17845096.8027,1155.7201,387.9881,7.5084,0.014337,0.080969,1.0755,1
10483454.2668,16960621.4504,3988892.8727,9142160.2286,1137.2923,381.8608,9.0435,-0.022038,0.081742,0.92937,-1
12957253.6145,20180472.0628,5718645.4835,10438721.8106,741.8676,294.6132,7.3272,-0.044849,0.063669,1.0233,-1
2732584.4005,4790413.354,668158.9217,3725489.8746,1422.1521,364.2134,6.8495,-0.01624,0.080506,0.82876,-1
10012624.5302,16981117.8869,3028059.6555,10219113.9139,1423.7581,304.2632,6.0727,-0.0013706,0.064958,1.0708,1
32317824.4834,47663850.3473,16938221.3055,20649185.6562,815.0512,358.3939,6.9298,-0.00094504,0.08987,1.1543,1
14065412.217,23961769.6293,4139167.1512,13483417.0231,1090.0965,405.385,6.5017,-0.024291,0.12644,1.1261,1
14547169.5792,23860883.0854,5198756.2666,14867216.6529,884.5042,371.5387,7.4671,-0.00022436,0.087261,1.0118,1
18093709.9017,27501408.0002,8651812.7633,15822181.6889,1142.9406,403.3476,6.0932,-0.064648,0.11977,0.86752,1
4481146.2659,7819734.3219,1131902.9196,5221563.2285,894.5197,361.7743,6.413,-0.0064074,0.06755,0.74842,-1
7639270.7374,12077897.5,3192007.3988,8807533.2956,755.1468,270.0997,6.005,0.0048436,0.06581,0.75831,-1
43310085.2365,64557096.2164,22024443.3097,29505082.7043,1460.885,713.7213,7.3584,-0.0027535,0.1011,1.0685,1
22992745.9513,39552448.6005,6377869.6595,23133978.7094,1268.568,326.0467,4.4779,0.029271,0.091913,1.0213,1
17561999.4856,28968185.8836,6128869.4174,15684369.4327,764.4868,293.8076,7.386,0.018925,0.073653,0.99774,1
2095070.6079,3904034.2934,279603.4003,3581298.0295,801.7035,271.6006,5.591,-0.056992,0.038033,0.66189,-1
16329161.3085,26993489.1602,5634220.525,14876948.1443,899.1101,330.3018,3.8683,-0.0094449,0.12794,1.0455,-1
30322734.9015,43368899.394,17252458.2661,16908229.0202,866.5289,352.474,7.1818,-0.0061536,0.073458,1.1051,1
17428614.8818,27994592.0324,6821650.558,14056779.5254,1326.8148,587.7772,6.191,-0.020278,0.13602,1.1904,1
16130015.7234,26530897.5891,5706204.9028,13094557.3005,1003.8526,443.0941,8.0251,-0.045691,0.14,1.1819,1
19026426.3423,29546492.3059,8492292.2946,14797506.4028,876.4129,303.163,7.1178,-0.029144,0.12067,1.1136,1
21274303.0416,39000781.3069,3468321.7201,27273130.0022,1414.3505,435.9145,7.509,-0.0056353,0.10153,0.94011,1
24027338.5352,43003219.1276,4994606.9408,27415536.9181,1247.5732,317.0173,5.8722,-0.0093149,0.066019,1.1834,-1
15345203.5997,24192385.2469,6479187.4171,12587126.7579,1083.6816,320.653,7.1337,-0.045452,0.10985,0.82807,-1
6223341.6057,11752185.6225,667195.0242,9617096.3984,1825.799,445.71,6.7634,-0.013023,0.10328,1.0497,1
1876454.3076,3494867.2202,252084.795,5537154.0066,1923.6709,732.9785,6.9298,-0.0089035,0.072293,0.98525,1
8729321.0492,14734875.3838,2694712.2496,11107836.9875,1604.8213,464.1227,9.3242,-0.013623,0.092426,0.62978,-1
5529667.481,9715606.2033,1329819.0778,6870653.3497,963.0514,299.7684,6.7198,-0.05571,0.059449,0.65803,-1
