@RELATION emotion_activation
@ATTRIBUTE mfcc_mean_1 NUMERIC
@ATTRIBUTE mfcc_mean_2 NUMERIC
@ATTRIBUTE mfcc_mean_3 NUMERIC
@ATTRIBUTE mfcc_mean_4 NUMERIC
@ATTRIBUTE mfcc_mean_5 NUMERIC
@ATTRIBUTE mfcc_mean_6 NUMERIC
@ATTRIBUTE mfcc_mean_7 NUMERIC
@ATTRIBUTE mfcc_mean_8 NUMERIC
@ATTRIBUTE mfcc_mean_9 NUMERIC
@ATTRIBUTE mfcc_mean_10 NUMERIC
@ATTRIBUTE mfcc_mean_11 NUMERIC
@ATTRIBUTE mfcc_mean_12 NUMERIC
@ATTRIBUTE mfcc_mean_13 NUMERIC
@ATTRIBUTE mfcc_delta_mean_1 NUMERIC
@ATTRIBUTE mfcc_delta_mean_2 NUMERIC
@ATTRIBUTE mfcc_delta_mean_3 NUMERIC
@ATTRIBUTE mfcc_delta_mean_4 NUMERIC
@ATTRIBUTE mfcc_delta_mean_5 NUMERIC
@ATTRIBUTE mfcc_delta_mean_6 NUMERIC
@ATTRIBUTE mfcc_delta_mean_7 NUMERIC
@ATTRIBUTE mfcc_delta_mean_8 NUMERIC
@ATTRIBUTE mfcc_delta_mean_9 NUMERIC
@ATTRIBUTE mfcc_delta_mean_10 NUMERIC
@ATTRIBUTE mfcc_delta_mean_11 NUMERIC
@ATTRIBUTE mfcc_delta_mean_12 NUMERIC
@ATTRIBUTE mfcc_delta_mean_13 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_1 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_2 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_3 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_4 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_5 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_6 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_7 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_8 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_9 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_10 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_11 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_12 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_13 NUMERIC
@ATTRIBUTE mfcc_std_1 NUMERIC
@ATTRIBUTE mfcc_std_2 NUMERIC
@ATTRIBUTE mfcc_std_3 NUMERIC
@ATTRIBUTE mfcc_std_4 NUMERIC
@ATTRIBUTE mfcc_std_5 NUMERIC
@ATTRIBUTE mfcc_std_6 NUMERIC
@ATTRIBUTE mfcc_std_7 NUMERIC
@ATTRIBUTE mfcc_std_8 NUMERIC
@ATTRIBUTE mfcc_std_9 NUMERIC
@ATTRIBUTE mfcc_std_10 NUMERIC
@ATTRIBUTE mfcc_std_11 NUMERIC
@ATTRIBUTE mfcc_std_12 NUMERIC
@ATTRIBUTE mfcc_std_13 NUMERIC
@ATTRIBUTE mfcc_delta_std_1 NUMERIC
@ATTRIBUTE mfcc_delta_std_2 NUMERIC
@ATTRIBUTE mfcc_delta_std_3 NUMERIC
@ATTRIBUTE mfcc_delta_std_4 NUMERIC
@ATTRIBUTE mfcc_delta_std_5 NUMERIC
@ATTRIBUTE mfcc_delta_std_6 NUMERIC
@ATTRIBUTE mfcc_delta_std_7 NUMERIC
@ATTRIBUTE mfcc_delta_std_8 NUMERIC
@ATTRIBUTE mfcc_delta_std_9 NUMERIC
@ATTRIBUTE mfcc_delta_std_10 NUMERIC
@ATTRIBUTE mfcc_delta_std_11 NUMERIC
@ATTRIBUTE mfcc_delta_std_12 NUMERIC
@ATTRIBUTE mfcc_delta_std_13 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_1 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_2 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_3 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_4 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_5 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_6 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_7 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_8 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_9 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_10 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_11 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_12 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_13 NUMERIC
@ATTRIBUTE mfcc_mean_low_1 NUMERIC
@ATTRIBUTE mfcc_mean_low_2 NUMERIC
@ATTRIBUTE mfcc_mean_low_3 NUMERIC
@ATTRIBUTE mfcc_mean_low_4 NUMERIC
@ATTRIBUTE mfcc_mean_low_5 NUMERIC
@ATTRIBUTE mfcc_mean_low_6 NUMERIC
@ATTRIBUTE mfcc_mean_low_7 NUMERIC
@ATTRIBUTE mfcc_mean_low_8 NUMERIC
@ATTRIBUTE mfcc_mean_low_9 NUMERIC
@ATTRIBUTE mfcc_mean_low_10 NUMERIC
@ATTRIBUTE mfcc_mean_low_11 NUMERIC
@ATTRIBUTE mfcc_mean_low_12 NUMERIC
@ATTRIBUTE mfcc_mean_low_13 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_1 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_2 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_3 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_4 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_5 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_6 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_7 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_8 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_9 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_10 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_11 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_12 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_13 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_1 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_2 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_3 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_4 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_5 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_6 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_7 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_8 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_9 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_10 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_11 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_12 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_13 NUMERIC
@ATTRIBUTE mfcc_mean_high_1 NUMERIC
@ATTRIBUTE mfcc_mean_high_2 NUMERIC
@ATTRIBUTE mfcc_mean_high_3 NUMERIC
@ATTRIBUTE mfcc_mean_high_4 NUMERIC
@ATTRIBUTE mfcc_mean_high_5 NUMERIC
@ATTRIBUTE mfcc_mean_high_6 NUMERIC
@ATTRIBUTE mfcc_mean_high_7 NUMERIC
@ATTRIBUTE mfcc_mean_high_8 NUMERIC
@ATTRIBUTE mfcc_mean_high_9 NUMERIC
@ATTRIBUTE mfcc_mean_high_10 NUMERIC
@ATTRIBUTE mfcc_mean_high_11 NUMERIC
@ATTRIBUTE mfcc_mean_high_12 NUMERIC
@ATTRIBUTE mfcc_mean_high_13 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_1 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_2 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_3 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_4 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_5 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_6 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_7 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_8 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_9 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_10 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_11 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_12 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_13 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_1 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_2 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_3 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_4 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_5 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_6 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_7 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_8 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_9 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_10 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_11 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_12 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_13 NUMERIC
@ATTRIBUTE activation {-1, 1}

@DATA
0.92172,0.49166,0.11203,0.11024,0.41838,0.23986,0.075698,0.073672,0.017899,0.10644,0.040092,-0.0074283,0.049559,-3.6395e-05,0.00015662,-2.2366e-05,-6.9175e-06,-0.00014007,1.6806e-05,-1.7113e-05,-1.1886e-05,-0.00020629,-9.9658e-05,0.00028522,-2.9738e-05,-5.0935e-05,5.7574e-05,6.2164e-05,4.6352e-05,8.5532e-05,-1.5279e-05,2.4068e-05,-7.8397e-06,-6.5656e-05,1.9884e-06,5.9083e-05,-4.7324e-05,-1.5357e-05,-4.7853e-05,0.3286,0.26759,0.24545,0.2369,0.23996,0.23872,0.21692,0.22856,0.21123,0.18702,0.1949,0.19166,0.17458,0.084507,0.075897,0.069806,0.076525,0.069383,0.072757,0.06624,0.064733,0.060969,0.058602,0.056227,0.056289,0.051958,0.036205,0.032723,0.030712,0.034448,0.030362,0.032295,0.029135,0.028644,0.026932,0.02556,0.02448,0.025238,0.023009,0.34131,0.014704,-0.31512,-0.29821,-0.0010503,-0.19245,-0.30194,-0.33037,-0.35068,-0.21361,-0.29849,-0.35087,-0.25682,-0.11219,-0.078509,-0.056095,-0.041094,-0.027147,-0.014285,0.00098476,0.011218,0.024106,0.0388,0.056697,0.078563,0.11225,-0.047958,-0.0346,-0.02482,-0.01797,-0.01171,-0.0050263,0.00046576,0.0063186,0.011944,0.017704,0.025248,0.034826,0.048704,1.4785,0.94889,0.53666,0.52849,0.82429,0.64675,0.46341,0.45994,0.38974,0.44782,0.39017,0.32336,0.34789,-0.11813,-0.080886,-0.0575,-0.039712,-0.024963,-0.012951,-6.1223e-05,0.013388,0.027162,0.040613,0.058373,0.081941,0.11168,-0.051412,-0.036998,-0.026762,-0.01902,-0.012117,-0.005063,0.0010004,0.006864,0.01302,0.019295,0.026116,0.034993,0.04936,1
1.5217,0.41133,0.3847,0.1213,0.19563,0.021717,0.088165,0.0376,0.073757,0.10418,-0.036222,0.0054118,-0.26686,0.00044575,1.8067e-05,0.0001654,0.00015692,3.8829e-05,6.2981e-05,-7.383e-07,2.7286e-05,-0.00024868,-0.00016743,-0.00010976,2.0065e-05,0.00012535,-1.5127e-05,8.2335e-05,-9.6564e-06,-1.3572e-05,4.2264e-05,1.5585e-05,8.8775e-06,1.3871e-05,2.0072e-05,-2.2099e-05,-1.483e-05,2.5783e-06,6.1847e-06,0.39556,0.37225,0.32394,0.32072,0.29926,0.29366,0.27944,0.26611,0.26882,0.23272,0.25858,0.31028,0.32308,0.079679,0.084483,0.081123,0.083548,0.078418,0.074172,0.074306,0.070718,0.066561,0.065425,0.062573,0.06284,0.062253,0.033355,0.036829,0.036075,0.0375,0.034722,0.032439,0.032786,0.031019,0.029237,0.029119,0.027487,0.02709,0.026889,0.85417,-0.22138,-0.18748,-0.45525,-0.31552,-0.49605,-0.41293,-0.41057,-0.40408,-0.29979,-0.53981,-0.62267,-0.88849,-0.12034,-0.086222,-0.06392,-0.044775,-0.030008,-0.015798,0.00040909,0.014749,0.028823,0.044445,0.061818,0.087351,0.1265,-0.054757,-0.038731,-0.028555,-0.019996,-0.012755,-0.005845,0.00046189,0.0063513,0.013056,0.019405,0.028172,0.039034,0.055416,2.2309,1.0853,0.94841,0.65498,0.72978,0.53615,0.56817,0.52112,0.52881,0.51672,0.38049,0.48103,0.21842,-0.12843,-0.090728,-0.064295,-0.046192,-0.030127,-0.014802,0.00091595,0.014967,0.029934,0.046943,0.065897,0.091028,0.12736,-0.057195,-0.039893,-0.029286,-0.020167,-0.012596,-0.0056485,0.00024285,0.006655,0.01258,0.020012,0.028842,0.039593,0.056485,1
1.0134,0.2944,0.10742,-0.0061925,0.056573,0.10405,0.22738,0.10883,0.027886,0.1232,-0.11558,0.095086,0.031496,0.00054975,0.00041642,0.00012014,9.0919e-05,1.6532e-05,0.00018162,9.9626e-05,-1.0977e-05,-0.0001249,4.0682e-05,0.00016724,-0.00012491,0.00010686,-8.9204e-06,-4.325e-05,-1.9823e-05,-7.6431e-06,-2.9247e-05,5.5464e-05,-2.7406e-05,-3.2418e-05,3.2042e-06,-4.0894e-06,6.3983e-05,3.1179e-05,-2.8452e-05,0.47354,0.62187,0.37318,0.31361,0.33869,0.29735,0.28871,0.26648,0.3004,0.26352,0.36422,0.31525,0.39047,0.09209,0.093724,0.085663,0.080941,0.077765,0.077511,0.076872,0.069996,0.071422,0.066459,0.071092,0.067817,0.066701,0.039758,0.038794,0.03748,0.036425,0.033175,0.034826,0.034153,0.030563,0.031447,0.029414,0.03051,0.029813,0.027795,0.10933,-0.81506,-0.52684,-0.58312,-0.56174,-0.42413,-0.2705,-0.37441,-0.4906,-0.36013,-0.89883,-0.52385,-0.60632,-0.14134,-0.094848,-0.068992,-0.049817,-0.031696,-0.015754,0.00047626,0.016876,0.032751,0.047842,0.068864,0.097104,0.14976,-0.064288,-0.040741,-0.031012,-0.022229,-0.014562,-0.0067183,0.00024258,0.0076406,0.014582,0.022185,0.03109,0.04147,0.062428,1.8299,1.3144,0.77141,0.52405,0.63812,0.61489,0.7435,0.56882,0.55248,0.57496,0.39689,0.59022,0.81094,-0.1293,-0.092953,-0.067662,-0.046847,-0.028472,-0.013509,0.00058384,0.017815,0.032738,0.047909,0.066252,0.090288,0.12667,-0.056627,-0.038305,-0.028287,-0.019975,-0.012982,-0.0062628,-0.00022687,0.0064004,0.01311,0.019436,0.028152,0.038878,0.055821,1
1.5545,0.45983,0.42505,0.19549,-0.039502,-0.12779,-0.18488,-0.056718,-0.16711,-0.087591,-0.065698,0.049677,0.085448,-0.00017039,-0.00014015,-6.0051e-05,-0.00016548,0.0001739,-0.00022541,-5.5411e-05,-0.00022989,-0.00020503,0.00019466,0.00024656,-0.00010204,-2.5257e-05,1.6608e-05,-1.394e-05,1.39e-05,-6.006e-05,-4.4553e-05,3.2033e-06,3.9443e-06,1.3936e-05,9.325e-06,-1.8218e-06,1.1228e-06,-4.8537e-05,3.8198e-05,0.51023,0.59155,0.37098,0.37538,0.28234,0.27925,0.30783,0.29935,0.32417,0.31156,0.34093,0.307,0.31311,0.091231,0.09077,0.075498,0.074603,0.072981,0.068834,0.074039,0.068457,0.065362,0.06992,0.073501,0.074352,0.069199,0.037194,0.037973,0.031396,0.031902,0.032679,0.030611,0.031939,0.029351,0.028243,0.030018,0.031103,0.03115,0.029478,0.54417,-0.73538,-0.22453,-0.51513,-0.55087,-0.58918,-0.74286,-0.5756,-0.70673,-0.68484,-0.72908,-0.53837,-0.44344,-0.12411,-0.083122,-0.059539,-0.040372,-0.0246,-0.011772,0.0011363,0.0142,0.027767,0.040711,0.056825,0.076221,0.10941,-0.051317,-0.033721,-0.025229,-0.017278,-0.011005,-0.0050826,0.00020487,0.0062063,0.011773,0.018308,0.024912,0.034446,0.051103,2.373,1.2677,1.1004,0.80119,0.4336,0.37919,0.32707,0.47756,0.4542,0.413,0.49697,0.59815,0.66919,-0.13335,-0.092223,-0.068513,-0.047955,-0.03074,-0.014802,0.00097899,0.015964,0.031491,0.049776,0.068876,0.092654,0.13281,-0.057902,-0.039468,-0.029199,-0.021152,-0.01332,-0.0067843,-0.00046302,0.0063692,0.014048,0.0211,0.029842,0.040336,0.057081,-1
0.87255,-0.35818,0.26525,-0.064867,0.023885,0.19888,0.039228,0.059857,-0.049269,-0.17153,0.014844,0.10394,-0.0135,-9.9707e-05,0.00022738,4.3351e-05,7.2996e-06,9.7641e-05,-7.2951e-05,-0.00016034,-6.2692e-06,4.6823e-05,-0.0001935,-7.0139e-05,9.5897e-05,0.0001658,-5.6008e-07,4.0203e-05,-3.5031e-05,4.8397e-05,7.478e-05,-4.6863e-05,-4.6667e-06,-1.7198e-05,7.1511e-05,1.2683e-05,-3.6162e-05,-2.166e-05,7.1323e-05,0.38684,0.52734,0.28204,0.32071,0.29614,0.28623,0.26959,0.29511,0.28421,0.33083,0.31017,0.31921,0.31794,0.076184,0.088544,0.072147,0.075661,0.073485,0.073359,0.070285,0.066469,0.06227,0.063894,0.065776,0.063026,0.064428,0.032238,0.037138,0.032208,0.033352,0.033419,0.032911,0.031302,0.030064,0.02707,0.027734,0.028345,0.027883,0.027111,0.21847,-1.2025,-0.21631,-0.65465,-0.45433,-0.29224,-0.43223,-0.46073,-0.56385,-0.78308,-0.56787,-0.48807,-0.59825,-0.1082,-0.075824,-0.056382,-0.040326,-0.02462,-0.010183,0.0032384,0.013829,0.025842,0.03814,0.053494,0.075026,0.10921,-0.04778,-0.033726,-0.024631,-0.017096,-0.011118,-0.0050062,-3.9263e-05,0.0052105,0.010976,0.017368,0.024565,0.033915,0.048657,1.528,0.5905,0.78313,0.47238,0.59534,0.71485,0.51545,0.57158,0.44756,0.35522,0.54143,0.63331,0.53667,-0.11968,-0.082242,-0.058693,-0.040131,-0.026805,-0.012549,-0.0014126,0.011931,0.025733,0.040739,0.057484,0.080657,0.12033,-0.053253,-0.037545,-0.026564,-0.018861,-0.011921,-0.0064604,-0.0004107,0.0049365,0.011496,0.018396,0.027032,0.036939,0.055331,-1
0.99122,0.49508,0.11504,0.021155,0.16899,-0.010929,0.059349,0.11926,-0.0026459,0.14516,-0.12682,0.022416,0.032755,-0.00020948,-0.00011664,0.0003074,0.00043009,3.9978e-05,-0.00039461,-0.00042336,-0.00032598,-0.00031347,4.1481e-05,-0.00044936,0.00018206,7.2227e-05,-6.6306e-05,1.4387e-05,5.4435e-05,2.5837e-05,-9.3556e-05,4.7623e-05,-4.55e-05,-3.5341e-05,-1.6317e-05,-6.2181e-05,-7.4409e-05,-8.5032e-06,6.0816e-05,0.4698,0.66135,0.38161,0.30862,0.35081,0.35053,0.27628,0.23205,0.24615,0.27825,0.32875,0.24546,0.23512,0.088554,0.094933,0.082465,0.079671,0.078442,0.077393,0.070828,0.063758,0.064213,0.066923,0.062911,0.061076,0.06046,0.037246,0.037653,0.034998,0.0344,0.034531,0.033332,0.03154,0.02798,0.028225,0.029583,0.027841,0.02697,0.026426,0.11654,-0.7039,-0.56787,-0.52999,-0.38897,-0.64405,-0.42471,-0.2814,-0.43932,-0.37929,-0.78829,-0.43265,-0.37785,-0.13266,-0.086588,-0.0606,-0.042117,-0.025963,-0.011818,0.0027507,0.016065,0.029593,0.045841,0.060179,0.079493,0.11464,-0.055292,-0.036204,-0.026418,-0.019038,-0.011879,-0.0065089,-0.00046195,0.0057325,0.011798,0.018402,0.02596,0.037691,0.055538,1.7623,1.5821,0.74195,0.55156,0.84859,0.56003,0.54933,0.55258,0.43256,0.59128,0.37557,0.42962,0.46959,-0.125,-0.085711,-0.066599,-0.045949,-0.030296,-0.015208,-0.00027718,0.015761,0.029617,0.046665,0.061061,0.081527,0.12052,-0.054261,-0.037321,-0.028035,-0.019927,-0.012928,-0.0066042,6.1349e-05,0.0062295,0.012898,0.019392,0.027621,0.036801,0.054218,1
1.4606,0.64968,0.48324,0.44739,0.38666,0.09609,-0.0079926,0.10243,-0.020592,0.15633,0.030019,-0.1173,0.042321,-0.00025063,-4.9323e-05,-0.00030719,-0.00038119,-0.00024428,-8.1253e-05,-3.737e-05,7.4018e-05,-0.00012364,-0.00037128,0.00010823,0.00033343,-6.617e-05,-5.2662e-06,-2.7359e-06,-6.328e-07,-9.2988e-06,-0.00011409,-3.0118e-05,-9.0254e-05,-7.341e-05,-6.1121e-05,-6.7098e-05,3.4207e-08,-1.1651e-05,-6.1064e-06,0.57821,0.35267,0.28059,0.32459,0.26883,0.24736,0.26572,0.21664,0.22851,0.24357,0.22035,0.21601,0.17382,0.10855,0.086397,0.078297,0.08865,0.077898,0.066921,0.071997,0.062387,0.06476,0.065969,0.055989,0.061125,0.049468,0.043498,0.036352,0.034134,0.037181,0.034635,0.029207,0.03027,0.027467,0.028021,0.027905,0.024401,0.025976,0.022247,0.52583,0.031354,-0.0079241,-0.10013,-0.09937,-0.34832,-0.50361,-0.28833,-0.43687,-0.26856,-0.39007,-0.50814,-0.2715,-0.12823,-0.085444,-0.058822,-0.041321,-0.026103,-0.012188,0.0019433,0.014226,0.027416,0.04304,0.060527,0.082672,0.12368,-0.055236,-0.037274,-0.026042,-0.018257,-0.011899,-0.0056726,2.8776e-06,0.005414,0.011603,0.017279,0.024881,0.037184,0.055244,2.5887,1.2617,0.97387,1.0417,0.84722,0.51303,0.42038,0.47428,0.35819,0.58615,0.38544,0.24885,0.34736,-0.12593,-0.084657,-0.060258,-0.042465,-0.026421,-0.013293,-0.00080745,0.011447,0.026667,0.040937,0.061372,0.086167,0.12219,-0.053266,-0.03712,-0.026437,-0.018891,-0.012398,-0.0064146,-0.00087364,0.005248,0.011335,0.018135,0.027032,0.037172,0.054167,1
1.9081,-0.10132,0.75338,-0.49036,-0.19645,-0.063206,-0.1085,-0.16314,0.4591,0.35567,-0.18926,0.25652,-0.1255,0.00050619,0.00028199,-0.00044772,0.00019448,0.00051351,-0.00033633,7.7469e-06,0.00032522,-0.00012943,-0.00015541,0.00020729,0.00013655,-8.5643e-06,-5.2881e-05,-2.6365e-05,-4.1421e-06,-1.8194e-05,3.4795e-05,4.3883e-05,2.3809e-06,-1.2333e-05,-1.0005e-05,7.77e-06,3.8624e-05,-2.0823e-05,-3.348e-05,0.68759,0.36725,0.60854,0.35953,0.46775,0.50874,0.31044,0.43112,0.38627,0.38448,0.25083,0.2443,0.19693,0.087495,0.073735,0.07039,0.065321,0.074843,0.075702,0.072615,0.065074,0.061,0.064983,0.055351,0.053782,0.050482,0.03698,0.032433,0.030318,0.028884,0.032369,0.033498,0.03169,0.027356,0.026834,0.027978,0.024069,0.023007,0.02155,0.79639,-0.71907,-0.34255,-1.0222,-0.91727,-1.0242,-0.65369,-0.83012,-0.30626,-0.32251,-0.60523,-0.18375,-0.47839,-0.11302,-0.079496,-0.058833,-0.04133,-0.026246,-0.012328,0.0008568,0.013658,0.02579,0.040924,0.056057,0.079841,0.11234,-0.046927,-0.031618,-0.023408,-0.017109,-0.011058,-0.0053596,-0.00030795,0.0045271,0.010701,0.016685,0.02362,0.03297,0.047396,3.0535,0.54724,1.5923,0.22037,0.67254,0.65499,0.4428,0.61773,1.0762,0.96382,0.25688,0.6624,0.21963,-0.10198,-0.070181,-0.049764,-0.035638,-0.022689,-0.00987,-0.00013442,0.011106,0.022268,0.035068,0.050366,0.072489,0.10457,-0.044325,-0.030751,-0.021868,-0.015866,-0.010207,-0.0053843,-0.00023942,0.0044263,0.0094775,0.015024,0.02244,0.031645,0.045902,1
0.92913,0.94944,0.38859,0.22003,0.097455,0.11606,0.034156,0.097728,0.10893,0.086905,0.030475,0.049194,0.022509,0.00032339,-9.5747e-05,-9.8943e-05,-5.7893e-05,-7.0421e-05,-0.00030993,0.00012372,4.8526e-05,0.00014253,0.00028147,-0.00017992,3.9049e-05,-0.00019502,0.0001001,-6.5382e-05,-3.601e-05,-3.4807e-06,6.9959e-05,5.0434e-05,-4.4679e-05,-1.3116e-05,-2.2257e-05,1.4138e-05,1.5354e-05,-1.6675e-05,1.0421e-05,0.50204,0.53651,0.33029,0.33372,0.2963,0.29172,0.25974,0.24493,0.23717,0.27824,0.26209,0.30452,0.26629,0.10242,0.099087,0.082576,0.08454,0.075891,0.073682,0.070577,0.068168,0.062608,0.064201,0.066464,0.069249,0.066645,0.041577,0.03934,0.034713,0.035316,0.032121,0.03144,0.030183,0.029811,0.027513,0.027561,0.028369,0.029091,0.02765,0.053513,-0.024517,-0.17794,-0.3847,-0.46351,-0.39872,-0.3995,-0.33606,-0.31058,-0.40628,-0.47338,-0.55017,-0.52336,-0.13488,-0.095413,-0.067917,-0.047901,-0.031201,-0.015954,-0.00079126,0.013994,0.030199,0.047656,0.067026,0.092059,0.13649,-0.05443,-0.037894,-0.027411,-0.020698,-0.013546,-0.0070841,-0.00058772,0.0052752,0.012423,0.020027,0.028061,0.039355,0.05858,1.78,1.9061,0.97908,0.78908,0.58381,0.60402,0.51411,0.53001,0.52602,0.55986,0.4539,0.55139,0.42984,-0.1197,-0.080606,-0.058209,-0.041106,-0.026559,-0.012362,-0.00099814,0.012748,0.026236,0.042652,0.061328,0.086135,0.12214,-0.050848,-0.034679,-0.025506,-0.017902,-0.0121,-0.0057694,-0.00036061,0.0054808,0.011302,0.017807,0.024835,0.03515,0.051879,1
0.52438,0.44656,0.1326,0.18016,0.15845,0.078924,-0.19024,0.15262,0.03401,0.032941,0.10923,0.059925,0.056783,0.00062034,0.00016925,-0.00029084,4.1899e-05,0.00064429,-0.00013514,-0.00029798,-2.8356e-05,-0.00036392,5.3441e-06,-0.00018811,-0.00025699,-6.8394e-05,0.00010042,7.437e-05,3.2467e-05,8.6363e-05,7.6476e-05,6.4846e-05,-7.9736e-06,-1.5279e-05,9.9048e-05,-5.8793e-05,-1.7856e-06,2.8552e-05,-3.3394e-05,0.40277,0.33042,0.27269,0.27318,0.35389,0.29565,0.25125,0.30591,0.29328,0.24994,0.27524,0.20614,0.19026,0.099362,0.086459,0.07614,0.086773,0.082545,0.076495,0.070439,0.07133,0.07929,0.070053,0.066909,0.065805,0.057239,0.041786,0.038119,0.0336,0.038356,0.035878,0.033528,0.031482,0.031183,0.032774,0.030724,0.029581,0.02941,0.025054,-0.14261,-0.15741,-0.36041,-0.28985,-0.41175,-0.43135,-0.61512,-0.4206,-0.46407,-0.38577,-0.42256,-0.28959,-0.26426,-0.13819,-0.096539,-0.070245,-0.049599,-0.031283,-0.015931,-0.0009077,0.014862,0.031741,0.047629,0.066714,0.094008,0.13656,-0.060196,-0.039472,-0.028401,-0.020978,-0.012621,-0.0060922,0.00016116,0.0067527,0.013208,0.022028,0.030022,0.040554,0.057289,1.2656,1.0064,0.5934,0.66257,0.82626,0.62301,0.27873,0.66053,0.56457,0.48945,0.54981,0.43065,0.40486,-0.12087,-0.083567,-0.061863,-0.042259,-0.028651,-0.013559,-0.0001709,0.012434,0.026495,0.041799,0.062081,0.086398,0.12836,-0.053223,-0.037866,-0.027086,-0.018377,-0.011635,-0.0055943,-0.00013386,0.0060591,0.011412,0.018377,0.027369,0.037026,0.055493,-1
